tag_id,name,category,count
903,high_heel_boots,0,0
904,school_swimsuit,0,0
905,cow_ears,0,0
906,striped_panties,0,0
907,multiple_tails,0,0
908,long_bangs,0,0
909,red_jacket,0,0
910,gagged,0,0
911,vision_(genshin_impact),0,0
912,bird,0,0
913,sand,0,0
914,surprised,0,0
915,6+girls,0,0
916,shared_bathing,0,0
917,lace-trimmed_bra,0,0
918,facing_viewer,0,0
919,wing_collar,0,0
920,covering_breasts,0,0
921,chainsaw_man,0,0
922,beads,0,0
923,spikes,0,0
924,on_floor,0,0
925,jingle_bell,0,0
926,colored_sclera,0,0
927,red_gloves,0,0
928,bare_back,0,0
929,brown_footwear,0,0
930,single_glove,0,0
931,pink_lips,0,0
932,on_couch,0,0
933,mirror,0,0
934,arm_under_breasts,0,0
935,dog_girl,0,0
936,light_particles,0,0
937,bikini_under_clothes,0,0
938,arm_at_side,0,0
939,clothes_writing,0,0
940,mmf_threesome,0,0
941,reflection,0,0
942,shoulder_blades,0,0
943,ball,0,0
944,brown_thighhighs,0,0
945,hair_rings,0,0
946,assertive_female,0,0
947,holding_gun,0,0
948,leaf,0,0
949,light_blue_hair,0,0
950,toeless_legwear,0,0
951,stuffed_toy,0,0
952,fake_horns,0,0
953,gyaru,0,0
954,own_hands_together,0,0
955,rio_(blue_archive),4,0
956,blindfold,0,0
957,strap_gap,0,0
958,track_jacket,0,0
959,office_lady,0,0
960,fins,0,0
961,french_kiss,0,0
962,femdom,0,0
963,chibi,0,0
964,bike_shorts,0,0
965,red_shirt,0,0
966,bound_arms,0,0
967,bocchi_the_rock!,0,0
968,eyeliner,0,0
969,pink_bikini,0,0
970,open_coat,0,0
971,zipper,0,0
972,swim_ring,0,0
973,arm_strap,0,0
974,folded,0,0
975,red_panties,0,0
976,purple_bikini,0,0
977,;d,0,0
978,butterfly_hair_ornament,0,0
979,knees_together_feet_apart,0,0
980,backlighting,0,0
981,cow_horns,0,0
982,palm_tree,0,0
983,spaghetti_strap,0,0
984,lumine_(genshin_impact),4,0
985,interspecies,0,0
986,hatsune_miku,4,0
987,asymmetrical_legwear,0,0
988,hood_down,0,0
989,navel_piercing,0,0
990,furry,0,0
991,pokemon_swsh,0,0
992,night_sky,0,0
993,pale_skin,0,0
994,stud_earrings,0,0
995,yae_miko,4,0
996,houshou_marine,4,0
997,white_one-piece_swimsuit,0,0
998,mechanical_halo,0,0
999,dakimakura_(medium),0,0
1000,shibari,0,0
1001,huge_penis,0,0
1002,doodle_sensei_(blue_archive),4,0
1003,grass,0,0
1004,sitting_on_person,0,0
1005,pool,0,0
1006,dragon_tail,0,0
1007,crying_with_eyes_open,0,0
1008,candy,0,0
1009,single_side_bun,0,0
1010,cowbell,0,0
1011,id_card,0,0
1012,grey_skirt,0,0
1013,white_sweater,0,0
1014,goggles_on_head,0,0
1015,m_legs,0,0
1016,full-face_blush,0,0
1017,vaginal_object_insertion,0,0
1018,female_ejaculation,0,0
1019,wrist_scrunchie,0,0
1020,naked_shirt,0,0
1021,habit,0,0
1022,circlet,0,0
1023,scar_on_face,0,0
1024,leg_lift,0,0
1025,motion_blur,0,0
1026,blazer,0,0
1027,christmas,0,0
1028,nose,0,0
1029,microskirt,0,0
1030,cover,0,0
1031,lace-trimmed_panties,0,0
1032,black_coat,0,0
1033,box,0,0
1034,the_legend_of_zelda,0,0
1035,tray,0,0
1036,2koma,0,0
1037,facing_away,0,0
1038,purple_panties,0,0
1039,corset,0,0
1040,hand_on_own_face,0,0
1041,cunnilingus,0,0
1042,x-ray,0,0
1043,grey_shirt,0,0
1044,tinted_eyewear,0,0
1045,arm_grab,0,0
1046,final_fantasy_xiv,0,0
1047,^_^,0,0
1048,oni,0,0
1049,innertube,0,0
1050,honkai_impact_3rd,0,0
1051,tight_clothes,0,0
1052,shiroko_(blue_archive),4,0
1053,backboob,0,0
1054,horse_ears,0,0
1055,center_opening,0,0
1056,fishnet_thighhighs,0,0
1057,military_uniform,0,0
1058,hair_down,0,0
1059,black_bodysuit,0,0
1060,red_background,0,0
1061,league_of_legends,0,0
1062,partially_unbuttoned,0,0
1063,against_wall,0,0
1064,long_legs,0,0
1065,breast_sucking,0,0
1066,asymmetrical_docking,0,0
1067,lens_flare,0,0
1068,hand_between_legs,0,0
1069,water_drop,0,0
1070,crown_braid,0,0
1071,legs_apart,0,0
1072,bedroom,0,0
1073,sun_hat,0,0
1074,wide-eyed,0,0
1075,puffy_long_sleeves,0,0
1076,shoulder_armor,0,0
1077,outside_border,0,0
1078,moaning,0,0
1079,waist_apron,0,0
1080,cropped_shirt,0,0
1081,red_footwear,0,0
1082,hair_tubes,0,0
1083,torso_grab,0,0
1084,hairpin,0,0
1085,leg_grab,0,0
1086,polka_dot,0,0
1087,presenting_armpit,0,0
1088,toki_(blue_archive),4,0
1089,juliet_sleeves,0,0
1090,shaded_face,0,0
1091,crotch_seam,0,0
1092,micro_shorts,0,0
1093,peaked_cap,0,0
1094,female_orgasm,0,0
1095,multicolored_eyes,0,0
1096,happy,0,0
1097,pantyhose_pull,0,0
1098,fish_tail,0,0
1099,o-ring_bikini,0,0
1100,girls_und_panzer,0,0
1101,cum_on_clothes,0,0
1102,wet_shirt,0,0
1103,classroom,0,0
1104,symbol_in_eye,0,0
1105,buckle,0,0
1106,eye_contact,0,0
1107,suspenders,0,0
1108,leaning_back,0,0
1109,incest,0,0
1110,short_twintails,0,0
1111,karin_(blue_archive),4,0
1112,reverse_cowgirl_position,0,0
1113,goat_horns,0,0
1114,asymmetrical_hair,0,0
1115,internal_cumshot,0,0
1116,can,0,0
1117,yellow_halo,0,0
1118,split,0,0
1119,suit,0,0
1120,dog_tail,0,0
1121,open_fly,0,0
1122,taut_clothes,0,0
1123,hooded_jacket,0,0
1124,purple_dress,0,0
1125,military,0,0
1126,visor_cap,0,0
1127,half_gloves,0,0
1128,moon,0,0
1129,blurry_foreground,0,0
1130,partially_fingerless_gloves,0,0
1131,knee_boots,0,0
1132,heart_pasties,0,0
1133,implied_sex,0,0
1134,height_difference,0,0
1135,short_eyebrows,0,0
1136,dot_nose,0,0
1137,yellow_bikini,0,0
1138,short_ponytail,0,0
1139,stomach_bulge,0,0
1140,adjusting_clothes,0,0
